elapsed,scores
0.0007187079754658043,-204.02414153527008
0.07988692598883063,-171.41034696229167
0.1631596299703233,-165.66765025416845
0.23616252897772938,-166.4618337920271
0.31419481098419055,-163.0052182633097
0.39510497997980565,-154.29121163705537
0.46855042700190097,-145.74060781988118
0.5469025489874184,-118.65503650606763
0.6200824079569429,-120.48933766865945
0.6982639579800889,-107.3196422784414
0.7712101799552329,-100.58820720084493
0.8497134349890985,-98.43787719496987
0.9280629529966973,-93.79193935883201
1.0028331209905446,-99.7758193129668
1.0878929609898478,-94.54512473936764
1.161283929948695,-98.98876960617002
1.2395389750017785,-101.56138185317415
1.3127524849842303,-102.6800587612528
1.3901987319695763,-103.00029600352728
1.462876570993103,-93.43453124343935
1.542434767994564,-93.46118791227273
1.623858560982626,-88.42221486407509
1.6982964919880033,-93.70778544374936
1.7806296569760889,-92.98542974488261
1.8546258469577879,-93.52895634299524
1.9326201939838938,-87.67485627305386
2.005641597963404,-104.68367248106418
2.083988094003871,-91.87073833041016
2.1561073669581674,-90.71456974204892
2.249813557951711,-101.08586763552665
2.3373895319527946,-98.36162722968776
2.4164840829907916,-89.5711937452429
2.5028871889808215,-97.6521815304764
2.5858695469796658,-87.723823753526
2.670908049971331,-93.35754294317299
2.7609096819651313,-88.47094904519521
2.838799126970116,-94.02859498061072
2.911383319995366,-100.32663316300403
2.9909446879755706,-96.73841421614209
3.069163261970971,-91.70763438624951
3.141790945956018,-95.4327904258609
3.226147034962196,-88.66152945592322
3.3007102989940904,-94.12770599614922
3.378669170953799,-93.92645012021102
3.4559097070014104,-88.92374451066853
3.53691094199894,-89.70881448956732
3.6167623329674825,-95.93194515905827
3.6964121509809047,-90.41010329625269
3.775140351965092,-91.79213942960783
3.8476882269605994,-92.72692832723662
3.9257121709524654,-95.11453457984008
3.999062166956719,-91.95796768253605
4.084364805952646,-95.7877521889767
4.15665243496187,-92.64734946279194
4.235407900996506,-91.69948894430392
4.307897517981473,-88.27612432483879
4.386184949951712,-89.15595264308148
4.4635759049560875,-88.7377576809719
4.536550587974489,-89.65526221244536
4.614120322978124,-93.27050661657172
4.690369631978683,-88.82051481468993
4.76867990399478,-95.30439753432198
4.8419667249545455,-94.42662985508863
4.923339433968067,-103.39930205480533
4.996735907974653,-91.31192300209591
5.075128992961254,-87.83062892457949
5.15289089694852,-87.74858115278415
5.225775459955912,-93.62866910598378
5.3074672389775515,-93.67031453926171
5.3799539629835635,-91.43616815245252
5.457270001003053,-90.91580626463558
5.529528265004046,-90.39535181417638
5.607168728951365,-91.40991752134823
5.679866904974915,-93.01554573236045
5.757664153003134,-91.28551262560279
5.836452413001098,-87.33574887721541
5.909103626967408,-97.57799428104286
5.98643087799428,-97.18265426948507
6.058562874968629,-91.78742636293863
6.136172402999364,-94.89296954910883
6.208602704980876,-89.41181107332015
6.286627774999943,-92.53177275082834
6.359669419005513,-91.7976222504716
6.437760523986071,-96.59252623463422
6.515338431985583,-88.24504659952932
6.587903085979633,-98.85335873074649
6.666305554972496,-92.98143858708684
6.739253529987764,-87.97777512126116
6.817601737973746,-97.65776722833877
6.890458924986888,-88.92850456253296
6.969107823970262,-92.3489038351997
7.043886400992051,-95.41348429777354
7.121495367959142,-94.9888854215096
7.199179565999657,-91.8866808930752
7.275876115949359,-87.2399964915326
7.3537077700020745,-96.02056870364572
7.426237443985883,-97.87340397211159
7.504081219958607,-88.49250447975717
7.576783644966781,-87.41759545925636
7.655795077967923,-90.36344220361607
7.728156886994839,-96.24341987378287
