num_steps,runtime,score,slope,intercept,inlier_log_var,outlier_log_var,predictive_likelihood
60,0.2671360969543457,0,-1.01584,1.94634,3.30718,-1.35734,-1226.8377799774953
60,0.30797386169433594,0,-0.992736,2.02019,-1.4226,3.20434,-1226.2419217742781
60,0.32830286026000977,0,-1.04073,1.99771,3.33894,-1.48108,-1232.5132300028918
60,0.3454878330230713,0,-1.0036,2.02379,-1.1433799999999998,3.14814,-1232.1291103435508
60,0.3801131248474121,0,-1.01398,2.0176,-1.40068,3.08711,-1231.3068611430456
60,0.3424239158630371,0,-1.01083,2.0590200000000003,-1.29776,3.32029,-1228.6908593171145
60,0.3729579448699951,0,-1.01517,2.04468,3.25815,-1.24443,-1229.7400544387756
60,0.34143686294555664,0,-0.991799,2.01283,-1.2992,3.20814,-1227.0523036883687
60,0.2694251537322998,0,-1.00135,2.08527,3.33686,-1.25314,-1230.0142122173204
60,0.2809457778930664,0,-1.01367,2.0333,-1.41586,3.35422,-1226.9437719016494
70,0.3747279644012451,0,-1.00336,2.01457,-1.35337,3.40745,-1225.5480667033014
70,0.2507340908050537,0,-1.01327,1.98773,3.22934,-1.34551,-1227.151799039786
70,0.3831191062927246,0,-0.968693,2.06376,3.20425,-1.46509,-1229.7495530672593
70,0.40253496170043945,0,-1.00695,2.01898,-1.20593,3.37333,-1227.7216863291553
70,0.3116250038146973,0,-0.989167,2.01383,-1.17277,3.12629,-1231.5370458828393
70,0.34763503074646,0,-1.0168700000000002,1.99037,3.32732,-1.30467,-1227.0312079376797
70,0.37818789482116705,0,-1.00082,1.97953,3.15564,-1.32437,-1227.8359759351965
70,0.4404420852661133,0,-1.04826,1.96992,-1.09272,3.49911,-1237.8783134487112
70,0.3294551372528076,0,-1.0036200000000002,2.05678,-1.57083,3.18936,-1229.2213922108604
70,0.3936648368835449,0,-1.00918,1.96451,-1.29796,3.33992,-1226.1098639207592
70,0.26286911964416504,0,-1.01196,2.01748,-1.26715,3.06101,-1233.464263814682
70,0.2523899078369141,0,-1.00341,1.99932,-1.42423,3.25726,-1225.3562609807473
70,0.3408968448638916,0,-1.01012,1.99232,-1.12835,3.2868,-1229.5648782113083
70,0.285383939743042,0,-1.00736,1.97953,-1.47832,3.3290900000000003,-1224.9525251717785
70,0.4483520984649658,0,-1.01166,1.95135,-1.09709,3.27389,-1230.7486013093371
70,0.3834149837493897,0,-1.0205799999999998,1.97161,3.4239,-1.33384,-1227.4732879632274
70,0.38267397880554205,0,-1.00147,2.02212,3.29257,-1.42565,-1225.412465430708
70,0.3654448986053467,0,-0.992623,1.96857,3.1795400000000003,-1.32563,-1227.026297985466
70,0.3926231861114502,0,-1.00306,2.07306,-1.1730200000000002,3.29827,-1230.8149703755503
70,0.3645651340484619,0,-1.0308700000000002,1.99799,-1.2982200000000002,3.31075,-1229.9537800643802
80,0.38939499855041504,0,-1.01109,2.04252,3.3219300000000005,-1.37617,-1227.228215923348
80,0.4114091396331787,0,-1.01137,1.96408,-1.17962,3.23602,-1229.2455659115778
80,0.4135138988494873,0,-1.0434,2.02632,3.25373,-1.32623,-1234.528641482576
80,0.4492089748382568,0,-0.99792,2.0438,3.3150800000000005,-1.21971,-1228.0002614508398
80,0.5017399787902832,0,-1.01532,2.04687,3.22408,-1.34835,-1229.293405926611
80,0.4159088134765625,0,-1.00084,1.94205,-1.27772,3.27775,-1226.6061126505983
80,0.3944900035858154,0,-0.986426,2.00325,-1.42837,3.36166,-1224.3957012062278
80,0.4130430221557617,0,-0.998022,1.94646,3.2265200000000003,-1.19851,-1228.4593608190967
80,0.3449089527130127,0,-1.02303,1.96854,-1.48875,3.3463300000000005,-1227.5173300395752
80,0.35990095138549805,0,-0.99392,2.05622,3.27009,-1.50347,-1226.9231799135566
80,0.455758810043335,0,-1.01082,1.93746,3.21332,-1.47886,-1227.2425896209427
80,0.4172379970550537,0,-1.01805,1.98847,3.31916,-1.30396,-1227.2415238566164
80,0.4380838871002197,0,-1.01468,2.05797,3.41926,-1.11158,-1232.0948595260827
80,0.3913030624389648,0,-0.995081,1.93524,3.29261,-1.1768299999999998,-1228.2270656148892
80,0.5474131107330322,0,-1.0115299999999998,2.05026,-1.36985,3.2601,-1228.2601576130846
80,0.4981610774993897,0,-1.00481,2.0611900000000003,3.32548,-1.10818,-1231.4311595960814
80,0.4927060604095459,0,-1.00412,2.01916,3.41813,-1.42641,-1225.481540399459
80,0.5073249340057373,0,-1.00736,2.02848,-1.21909,3.40445,-1227.8940171856236
80,0.5054399967193604,0,-1.00656,1.98376,3.24824,-1.24766,-1227.3275535425166
80,0.3692929744720459,0,-0.998483,1.99496,3.03975,-1.4299,-1231.1364447105059
90,0.3170120716094971,0,-0.998132,2.00816,-1.13424,3.23428,-1229.6555334264988
90,0.4740579128265381,0,-1.00956,1.98682,3.2629900000000003,-1.35398,-1226.1345021036832
90,0.41672611236572266,0,-1.01082,2.02277,-1.43185,3.2884,-1226.3878983787376
90,0.4759480953216553,0,-1.01016,1.99956,-1.30752,3.34265,-1226.1917313633367
90,0.3154449462890625,0,-1.01158,2.04511,3.35882,-1.23744,-1228.6579586540995
90,0.3655331134796143,0,-0.996178,1.96923,3.2943,-1.25184,-1226.2056586908936
90,0.5911998748779297,0,-1.0077,2.00571,-1.37386,3.13633,-1228.7224132298354
90,0.4738719463348389,0,-1.00595,2.0154400000000003,3.23186,-1.25839,-1227.8536208794387
90,0.5038659572601318,0,-1.01099,1.97823,3.39426,-1.51339,-1225.6009701640246
90,0.5152161121368408,0,-0.998586,2.05725,-1.31828,3.24327,-1228.1517080827737
90,0.39881300926208496,0,-0.999363,2.05721,-1.35663,3.27197,-1227.4714073436733
90,0.4449639320373535,0,-1.01255,2.00246,-1.45736,3.3706,-1225.7913477669383
90,0.5183658599853516,0,-0.989288,1.97045,-1.13788,3.3116800000000004,-1228.3144980637908
90,0.4355180263519287,0,-1.04455,2.02446,-1.39799,3.33615,-1234.1570139548342
90,0.5155308246612549,0,-1.0076200000000002,1.98319,3.3543800000000004,-1.35279,-1225.3314748687465
90,0.4915120601654053,0,-1.00786,1.95008,-1.30215,3.29829,-1226.3859849134758
90,0.2379491329193115,0,-0.983104,1.96453,3.16713,-1.26564,-1228.4724900990936
90,0.45000314712524414,0,-1.01866,2.00593,-1.39469,3.26398,-1227.4421905174572
90,0.4037880897521973,0,-1.01384,1.9581,-1.46814,3.28461,-1226.187987570443
90,0.3745419979095459,0,-1.02024,1.98915,3.4062300000000003,-1.26468,-1228.017707820743
100,0.5160479545593262,0,-0.999028,1.96953,-1.48516,3.25448,-1224.9156198120947
100,0.48744082450866705,0,-1.02546,2.01376,3.4236699999999995,-1.38275,-1228.7194005345661
100,0.584636926651001,0,-0.997971,1.9583,-1.49046,3.20583,-1225.789395321647
100,0.5305299758911133,0,-0.994149,1.9752,3.3602800000000004,-1.25231,-1225.812931258952
100,0.6201498508453369,0,-1.00492,1.97337,-1.05932,3.39943,-1230.4374002514166
100,0.5618200302124023,0,-1.01231,2.00426,3.40762,-1.27293,-1226.9986164204727
100,0.6895010471343994,0,-1.02478,1.98385,-1.49356,3.33584,-1227.9321794429698
100,0.5499420166015625,0,-1.01909,2.08063,-1.47228,3.16523,-1233.2713993688037
100,0.4562420845031738,0,-1.0341200000000002,1.95355,3.33876,-1.43705,-1230.2292750968388
100,0.5082459449768066,0,-1.0048700000000002,2.00638,-1.12815,3.49826,-1229.7401597370358
100,0.5684719085693359,0,-1.00883,1.98061,-1.1203,3.222,-1230.5485098078645
100,0.5309259891510011,0,-1.00813,2.00122,-1.12968,3.26746,-1229.7030476436923
100,0.5736222267150879,0,-1.02538,1.99072,3.32465,-1.47033,-1228.055860208901
100,0.5386390686035156,0,-1.01106,2.0806400000000003,-1.18718,3.4962,-1232.32588621553
100,0.5551731586456299,0,-1.00583,1.97635,3.35112,-1.27,-1226.0701862811084
100,0.632004976272583,0,-1.02104,2.0372,-1.35809,3.26856,-1229.067197863202
100,0.5789499282836914,0,-1.00385,1.96381,3.4665,-1.43936,-1225.4173487854116
100,0.49128603935241705,0,-0.999128,2.07649,-1.38268,3.32032,-1228.20955503099
100,0.5923998355865479,0,-1.01896,2.00866,3.41517,-1.3582,-1227.3456192650929
100,0.4107820987701416,0,-0.986565,2.0421,-1.466,3.2017900000000004,-1227.103684842961
