num_steps,runtime,score,slope,intercept,inlier_log_var,outlier_log_var
1,0.011680126190185547,0,-1.71767,1.7932,0.218125,-1.90717
1,0.007845163345336914,0,1.39329,1.02657,1.9577900000000001,-0.376173
1,0.007630825042724609,0,-1.86283,0.249231,1.25106,-1.23833
1,0.008147001266479492,0,-0.818629,1.67187,-0.133542,0.555825
1,0.008069038391113281,0,1.03045,-0.244443,1.2783200000000001,-1.82477
1,0.00831294059753418,0,0.00728939,-1.8267,1.9769,-0.0785125
1,0.007779121398925781,0,-0.37149,-1.4584700000000002,0.792565,1.22845
1,0.007349967956542969,0,-1.50566,-0.207573,1.1348200000000002,-1.38565
1,0.007937908172607422,0,1.43288,-1.26724,1.96675,-0.35766
1,0.00801992416381836,0,1.6928900000000002,0.586098,0.406536,0.9249860000000001
1,0.007732868194580078,0,-1.7171599999999998,-1.46187,1.7677,-1.77971
1,0.008788824081420898,0,-0.16253599999999999,-0.129578,0.26642,0.105771
1,0.00814199447631836,0,0.178733,-0.996455,0.45509499999999997,-1.06407
1,0.008635997772216797,0,-0.0589535,0.899176,-1.8013099999999997,-1.83253
1,0.008162975311279297,0,0.28073000000000004,-0.5490470000000001,0.29449200000000003,0.074306
1,0.007350921630859375,0,0.866901,-1.21379,0.790279,-1.8747
1,0.00722503662109375,0,-1.0364200000000001,-1.6926700000000001,0.399991,1.1689200000000002
1,0.007467985153198242,0,-1.05872,-1.52905,0.903358,1.45287
1,0.007863998413085938,0,-0.05280419999999999,-0.753283,1.88411,-0.164377
1,0.007424116134643555,0,1.21519,-1.3957600000000001,1.9625099999999998,1.92039
2,0.010204076766967773,0,0.375576,0.166522,2.6147,1.34859
2,0.009521007537841797,0,-0.512691,-0.70918,-0.537146,-1.98332
2,0.008983135223388672,0,-0.697822,0.506975,0.304412,-0.19568
2,0.024715185165405273,0,1.21431,-1.0701100000000001,1.86608,0.34747
2,0.007971048355102539,0,-1.15826,1.47373,2.5894,0.8079109999999999
2,0.010351181030273438,0,-0.20338499999999998,-0.12063399999999999,-0.525458,1.77951
2,0.00864410400390625,0,-0.213169,-0.616531,2.77283,0.727169
2,0.00834798812866211,0,0.701792,-1.20361,3.3277699999999997,0.49153900000000006
2,0.00849008560180664,0,-0.10636400000000001,-0.60112,2.53602,0.20596199999999998
2,0.009667158126831055,0,0.616877,-1.29872,2.88268,-0.32498
2,0.00888514518737793,0,-0.938261,0.908316,2.69577,0.42420699999999995
2,0.017940998077392578,0,-0.9277709999999999,-0.650396,-1.7375599999999998,1.18761
2,0.007503032684326172,0,-0.919932,0.323841,2.2534799999999997,2.0112900000000002
2,0.008337020874023438,0,-0.297609,-0.949017,-1.6538099999999998,2.26748
2,0.00873708724975586,0,0.552841,-0.695281,-0.276936,1.44593
2,0.009021997451782227,0,1.6868599999999998,-1.8281,-1.8306200000000001,1.20062
2,0.009072065353393555,0,0.9875440000000001,0.42361099999999996,-1.66275,1.7328599999999998
2,0.008560895919799805,0,-0.100481,0.163761,0.00759237,0.969591
2,0.009444952011108398,0,-1.0024,-0.8215959999999999,-0.454016,2.34921
2,0.03549504280090332,0,-0.8046949999999999,2.60022,7.9226399999999995,-0.733075
3,0.04647397994995117,0,0.9710700000000001,-0.057500199999999994,1.8423,0.26116
3,0.014035940170288086,0,0.0903297,-0.130025,-0.5467810000000001,3.1486099999999997
3,0.010123968124389648,0,-1.14232,1.2608,-1.06995,1.9958799999999999
3,0.009610891342163086,0,-0.771202,1.8365599999999997,1.3822,-1.7952
3,0.01083993911743164,0,-1.27484,0.8647879999999999,-1.37628,0.5584680000000001
3,0.009228944778442383,0,-0.26337,1.18828,2.0784700000000003,0.605912
3,0.01026296615600586,0,1.2913700000000001,0.506499,1.8062900000000002,-0.027775400000000002
3,0.010381937026977539,0,-0.9378989999999999,2.45112,0.945268,4.75021
3,0.01047205924987793,0,0.6148319999999999,1.23174,0.0149079,-1.05186
3,0.009483098983764648,0,-0.37008,1.07979,-1.7595599999999998,2.2931
3,0.00927281379699707,0,0.225471,1.5060799999999999,0.0300096,3.4945
3,0.009947061538696289,0,-0.23242800000000002,-0.6117600000000001,-0.677033,2.25647
3,0.009858131408691406,0,-0.14920999999999998,-1.67429,0.850074,2.71666
3,0.01482701301574707,0,0.8373299999999999,1.1992,0.6556890000000001,-1.5215299999999998
3,0.011075973510742188,0,-0.5967560000000001,0.191369,3.6023400000000003,-1.8309
3,0.009237051010131836,0,0.65877,-1.5061200000000001,3.06379,-0.47165100000000004
3,0.01329493522644043,0,-0.18642,1.42757,3.14248,0.283567
3,0.008790016174316406,0,-0.67709,-1.15564,2.42707,-0.7659239999999999
3,0.011013031005859375,0,-0.9390459999999999,1.0954899999999999,-0.811391,0.336048
3,0.012758970260620117,0,-0.797462,-0.34321199999999996,3.51214,-1.39606
4,0.010171890258789062,0,-0.787734,0.9174110000000001,-1.78784,0.574761
4,0.011360883712768555,0,-0.307114,-0.397948,2.30167,-0.8909870000000001
4,0.010050773620605469,0,0.480604,1.24542,2.11072,-1.5198399999999999
4,0.009085893630981445,0,-0.7133970000000001,-0.33155100000000004,0.329751,1.98426
4,0.010723114013671875,0,-0.603563,-0.011067200000000001,-1.7802,0.922789
4,0.009733200073242188,0,-1.22365,0.951206,-1.08443,1.8184799999999999
4,0.01006317138671875,0,0.707678,-1.6431900000000002,0.560894,1.63109
4,0.01022195816040039,0,-0.8033779999999999,1.76121,-0.838469,2.0586599999999997
4,0.009732961654663086,0,-0.793157,1.5992899999999999,1.8375400000000002,-1.94038
4,0.012022018432617188,0,0.631796,-1.3339,-1.52836,0.249977
4,0.013509035110473633,0,-0.814721,1.5909,2.92259,0.8200959999999999
4,0.010365009307861328,0,0.837827,0.390421,0.195461,-0.9494889999999999
4,0.012307882308959961,0,-0.48535200000000006,-0.251467,-1.98049,-0.029476799999999997
4,0.009757041931152344,0,-1.45376,0.498673,-0.952147,2.24158
4,0.00917196273803711,0,-0.986243,1.63056,-1.6520400000000002,1.6387099999999999
4,0.009845972061157227,0,-1.21868,0.303601,-0.129936,2.0746700000000002
4,0.011636018753051758,0,-0.9806809999999999,-1.4904,2.40738,-1.35176
4,0.009958028793334961,0,-0.752566,1.9462400000000002,-0.542391,2.0123900000000003
4,0.010149955749511719,0,-1.13247,1.28283,0.58101,-1.98833
